DEFAS,PORTUG,MATEM,INGLÊS,INDE_22,IPS,IEG,IDA,IPV,IAA,IAN,FASE,TURMA,ANO_INGRESSO,INSTITUIÇÃO_DE_ENSINO,PEDRA_22
-2,5.8,5.0,6.3,6.832,7.5,7.3,5.4,7.917,9.0,5.0,0,G,2021,Escola Pública,Ágata
-1,4.7,4.5,6.3,6.714,7.5,8.5,4.6,7.333,8.0,5.0,1,J,2019,Escola Pública,Ágata
-2,6.6,7.7,6.3,6.741,5.0,8.6,7.2,6.583,9.0,5.0,0,F,2022,Escola Pública,Ágata
0,5.8,6.0,6.3,6.82,5.6,7.3,5.9,7.083,6.4,10.0,0,J,2022,Escola Pública,Ágata
-2,6.8,4.3,4.3,7.051,7.5,8.3,5.2,6.833,10.0,5.0,4,L,2022,Escola Pública,Ametista
-3,6.7,6.0,6.3,4.097,6.3,5.6,0.0,6.833,0.0,2.5,3,L,2022,Escola Pública,Quartzo
-1,9.2,9.0,6.3,6.947,5.0,9.4,9.1,8.056,0.0,5.0,1,D,2019,Escola Pública,Ágata
-1,9.0,9.0,6.3,7.226,6.3,8.7,9.0,6.875,6.3,5.0,7,D,2022,Escola Pública,Ametista
-1,6.8,6.7,3.2,5.563,7.5,6.2,5.6,6.167,0.0,5.0,4,B,2019,Escola Pública,Quartzo
0,2.5,7.3,0.5,6.86,7.5,7.3,3.4,6.611,9.2,10.0,3,N,2022,Escola Pública,Ágata
0,6.7,5.3,3.5,7.192,5.0,8.5,5.2,6.708,8.8,10.0,3,G,2019,Escola Pública,Ametista
0,6.3,5.0,6.3,7.944,8.1,9.8,5.7,7.667,9.5,10.0,0,D,2022,Escola Pública,Ametista
-1,6.5,7.3,6.3,7.139,7.5,7.1,6.9,7.833,9.5,5.0,0,U,2022,Escola Pública,Ametista
0,7.2,8.0,6.3,8.74,8.8,9.4,7.2,8.5,10.0,10.0,3,A,2019,Rede Decisão,Topázio
-2,7.2,5.0,5.5,6.854,6.3,8.1,5.9,7.792,5.8,5.0,4,B,2019,Escola Pública,Ágata
-1,7.0,2.5,6.3,6.641,4.4,9.0,4.8,7.167,9.5,5.0,1,F,2022,Escola Pública,Ágata
0,7.3,6.8,6.2,8.623,8.8,9.5,6.8,8.458,9.2,10.0,3,A,2019,Rede Decisão,Topázio
-3,5.0,4.3,5.0,6.334,6.9,7.7,4.8,6.208,9.2,2.5,3,M,2022,Escola Pública,Ágata
0,8.0,5.8,6.3,8.363,7.5,9.0,6.9,9.083,9.5,10.0,1,U,2021,Escola Pública,Topázio
-1,8.8,9.2,6.3,7.693,7.5,8.0,9.0,7.333,9.5,5.0,1,M,2021,Escola Pública,Ametista
0,8.0,6.5,6.3,8.064,7.5,9.2,7.3,7.278,9.5,10.0,1,N,2022,Escola Pública,Topázio
-1,2.7,4.7,6.3,6.35,7.5,7.2,3.7,6.944,9.5,5.0,1,L,2022,Escola Pública,Ágata
-1,6.7,6.5,6.3,7.441,7.5,9.0,6.6,8.167,8.5,5.0,0,E,2021,Escola Pública,Ametista
-1,9.0,6.0,6.3,7.661,7.5,9.4,7.5,7.5,9.0,5.0,1,D,2022,Escola Pública,Ametista
0,4.0,7.7,6.3,7.412,7.5,7.2,5.9,7.917,9.0,10.0,0,Y,2022,Escola Pública,Ametista
-2,2.8,2.8,0.7,6.048,6.3,8.4,2.1,7.083,8.8,5.0,5,A,2022,Escola Pública,Ágata
-1,8.5,8.0,6.3,7.786,7.5,8.9,8.3,7.75,10.0,5.0,0,N,2021,Escola Pública,Ametista
-3,6.7,5.0,8.1,7.302,5.6,9.8,6.6,8.125,7.9,2.5,4,L,2017,Rede Decisão,Ametista
-1,6.8,7.0,6.3,7.569,8.1,8.9,6.9,7.917,9.5,5.0,0,D,2021,Escola Pública,Ametista
0,7.7,6.0,8.1,8.673,9.4,8.9,7.3,8.917,9.2,10.0,4,P,2018,Rede Decisão,Topázio
-1,6.5,9.0,6.3,8.068,7.5,10.0,7.8,8.292,8.8,5.0,7,D,2022,Escola Pública,Topázio
-1,7.0,5.3,6.3,7.365,7.5,9.3,6.2,7.722,9.0,5.0,1,C,2022,Escola Pública,Ametista
-2,4.2,1.5,6.2,6.304,7.5,7.4,3.9,7.042,7.5,5.0,5,A,2022,Escola Pública,Ágata
-1,8.8,9.2,6.3,8.136,7.5,9.0,9.0,9.083,9.0,5.0,0,U,2022,Escola Pública,Topázio
-2,8.8,8.5,6.3,8.185,7.5,9.5,8.7,8.333,10.0,5.0,0,L,2020,Escola Pública,Topázio
0,9.8,10.0,6.3,8.903,7.5,9.7,9.9,8.056,10.0,10.0,1,C,2019,Rede Decisão,Topázio
-1,9.8,8.3,6.3,8.2,7.5,9.2,9.1,8.556,9.5,5.0,1,L,2022,Escola Pública,Topázio
0,4.7,5.7,6.3,7.21,7.5,8.0,5.2,6.889,9.0,10.0,1,A,2021,Escola Pública,Ametista
0,4.5,7.0,0.0,5.939,5.6,5.1,3.8,5.958,6.7,10.0,3,L,2022,Escola Pública,Quartzo
-1,8.3,6.7,6.3,7.78,7.5,9.5,7.5,8.0,9.0,5.0,1,L,2022,Escola Pública,Ametista
-1,6.5,7.0,6.3,6.549,7.5,6.1,6.8,6.208,7.5,5.0,3,E,2022,Escola Pública,Ágata
-1,6.3,7.7,10.0,7.124,8.1,7.6,8.0,9.111,0.0,5.0,6,A,2016,Rede Decisão,Ametista
0,6.8,7.7,6.3,8.358,7.5,9.4,7.3,8.583,10.0,10.0,0,B,2021,Escola Pública,Topázio
0,8.0,6.5,6.3,7.764,7.5,8.7,7.3,6.889,8.0,10.0,2,M,2022,Escola Pública,Ametista
0,9.5,6.0,6.3,8.063,5.0,10.0,7.8,7.833,8.0,10.0,2,F,2022,Escola Pública,Topázio
-1,4.3,3.7,9.0,6.328,7.5,5.1,5.7,6.75,7.9,5.0,3,E,2022,Escola Pública,Ágata
-1,7.0,9.0,9.7,8.523,7.5,8.9,8.6,9.833,9.2,5.0,6,A,2017,Rede Decisão,Topázio
0,7.5,8.2,6.3,8.003,7.5,8.6,7.8,7.5,9.0,10.0,0,U,2022,Escola Pública,Ametista
0,7.5,3.3,6.3,7.831,7.5,9.5,5.4,7.667,9.0,10.0,2,F,2019,Escola Pública,Ametista
-1,7.3,5.3,6.3,7.378,7.5,9.7,6.3,7.5,8.0,5.0,2,U,2019,Escola Pública,Ametista
-1,7.0,7.3,6.3,7.41,7.5,9.2,7.2,7.167,9.5,5.0,0,U,2022,Escola Pública,Ametista
-1,4.2,6.0,6.3,6.684,5.6,8.5,5.1,6.917,9.5,5.0,0,J,2022,Escola Pública,Ágata
-1,7.2,5.5,6.3,6.996,6.9,9.3,6.3,6.722,8.5,5.0,1,P,2022,Escola Pública,Ágata
0,6.3,6.8,5.8,8.017,5.0,9.2,6.3,8.25,8.8,10.0,3,B,2017,Rede Decisão,Ametista
-2,6.7,7.8,6.3,7.485,5.6,9.0,7.3,8.583,9.0,5.0,0,J,2021,Escola Pública,Ametista
0,6.3,6.0,6.3,7.742,5.6,9.7,6.2,7.5,9.5,10.0,0,J,2022,Escola Pública,Ametista
0,8.2,7.8,6.3,8.072,7.5,8.9,8.0,7.556,8.5,10.0,1,B,2021,Escola Pública,Topázio
-1,7.5,8.2,6.3,7.791,7.5,9.5,7.8,7.583,10.0,5.0,0,U,2022,Escola Pública,Ametista
0,9.2,9.2,6.3,8.093,6.3,8.9,9.2,7.417,8.0,10.0,0,G,2022,Escola Pública,Topázio
-1,8.8,8.8,6.3,8.179,7.5,9.2,8.8,8.833,10.0,5.0,0,U,2022,Escola Pública,Topázio
-1,6.3,6.5,7.4,6.797,5.6,7.9,6.7,6.5,8.8,5.0,4,L,2021,Escola Pública,Ágata
-2,9.0,10.0,6.3,7.756,7.5,7.6,9.5,7.556,9.5,5.0,1,M,2021,Escola Pública,Ametista
0,7.7,3.3,8.8,7.535,5.0,8.2,6.6,7.708,7.9,10.0,4,L,2018,Rede Decisão,Ametista
-1,9.5,6.0,6.3,7.392,7.5,9.4,7.8,6.889,8.0,5.0,1,K,2022,Escola Pública,Ametista
0,9.0,5.0,6.3,8.11,7.5,10.0,7.0,7.278,9.0,10.0,1,N,2022,Escola Pública,Topázio
-1,7.5,5.0,6.3,6.652,5.6,7.5,6.3,7.5,7.4,5.0,1,R,2020,Escola Pública,Ágata
-1,7.5,9.0,9.1,7.836,6.3,7.8,8.5,8.833,7.9,5.0,4,A,2016,Rede Decisão,Ametista
0,4.3,4.7,1.0,6.471,7.5,6.4,3.3,5.833,9.2,10.0,3,E,2022,Escola Pública,Ágata
0,5.0,2.8,6.3,7.011,7.5,8.4,3.9,6.833,8.5,10.0,1,L,2021,Escola Pública,Ágata
-4,5.8,4.8,0.3,6.315,7.5,8.7,3.7,6.708,7.9,2.5,4,A,2022,Escola Pública,Ágata
-1,4.0,1.0,6.3,6.746,7.5,10.0,2.5,7.5,8.5,5.0,2,L,2022,Escola Pública,Ágata
0,7.7,1.3,6.3,7.461,5.6,9.0,4.5,8.0,9.5,10.0,2,L,2019,Rede Decisão,Ametista
-1,6.5,1.0,6.3,6.632,7.5,9.3,3.8,6.167,9.5,5.0,1,K,2022,Escola Pública,Ágata
-1,5.2,3.7,9.7,6.825,7.5,5.9,6.2,7.667,8.3,5.0,4,B,2019,Escola Pública,Ágata
-1,6.5,3.0,6.3,6.058,7.5,6.9,4.8,6.125,7.9,5.0,5,B,2022,Escola Pública,Ágata
-2,7.0,4.0,8.5,6.712,7.5,7.0,6.5,6.292,8.3,5.0,4,L,2022,Escola Pública,Ágata
-1,6.5,4.0,6.3,6.658,7.5,7.3,5.3,6.944,9.0,5.0,2,K,2020,Escola Pública,Ágata
0,6.6,8.3,6.3,7.497,5.6,8.1,7.4,7.333,9.0,10.0,0,R,2022,Escola Pública,Ametista
-1,7.5,5.0,5.8,6.667,7.5,7.1,6.1,6.417,7.5,5.0,3,C,2018,Escola Pública,Ágata
0,5.9,9.6,6.3,7.875,7.5,8.2,7.8,7.5,9.0,10.0,0,V,2022,Escola Pública,Ametista
0,9.1,9.1,6.3,7.952,7.5,8.3,9.1,8.25,7.5,10.0,0,Y,2022,Escola Pública,Ametista
-1,6.0,5.5,8.7,8.109,7.5,9.5,6.7,9.5,8.8,5.0,7,A,2019,Escola Pública,Topázio
-1,6.7,7.5,6.3,6.658,7.5,9.2,7.1,6.0,5.2,5.0,0,E,2022,Escola Pública,Ágata
-1,5.3,2.3,10.0,4.95,5.0,5.4,5.9,5.222,0.0,5.0,6,A,2019,Rede Decisão,Quartzo
-1,9.5,8.0,6.3,7.845,7.5,8.7,8.8,7.778,9.0,5.0,2,Q,2022,Escola Pública,Ametista
-1,6.8,5.0,4.0,6.715,5.6,7.4,5.3,6.917,10.0,5.0,3,G,2019,Escola Pública,Ágata
-2,5.5,3.0,6.3,6.355,7.5,7.7,4.3,5.542,8.8,5.0,3,M,2020,Escola Pública,Ágata
-2,6.4,7.1,6.3,6.344,4.4,8.9,6.8,5.167,9.5,5.0,0,K,2019,Escola Pública,Ágata
0,9.0,4.5,6.3,7.48,7.5,8.0,6.8,6.833,8.5,10.0,1,J,2022,Escola Pública,Ametista
-1,8.0,4.5,6.3,7.107,7.5,8.9,6.3,6.778,8.5,5.0,1,M,2021,Escola Pública,Ametista
-1,0.0,2.5,6.3,5.818,7.5,7.6,1.3,7.278,7.4,5.0,1,N,2021,Escola Pública,Quartzo
-2,2.8,3.0,5.4,5.319,7.5,5.6,3.7,4.417,5.8,5.0,3,G,2019,Escola Pública,Quartzo
0,4.8,5.5,6.3,6.409,5.6,6.3,5.2,5.417,9.2,10.0,3,M,2019,Escola Pública,Ágata
0,7.5,4.8,6.3,7.695,7.5,8.3,6.2,8.056,8.0,10.0,2,L,2019,Escola Pública,Ametista
-2,8.0,7.3,9.5,7.563,6.9,7.5,8.3,7.958,8.8,5.0,4,H,2020,Escola Pública,Ametista
-2,0.0,8.0,6.3,6.011,7.5,5.0,4.0,8.083,7.9,5.0,0,C,2022,Escola Pública,Ágata
-2,6.7,6.3,6.3,7.402,7.5,9.7,6.5,7.167,9.5,5.0,0,L,2021,Escola Pública,Ametista
-2,8.2,5.0,6.3,6.853,6.9,7.3,6.6,7.333,8.5,5.0,1,G,2018,Escola Pública,Ágata
0,0.0,0.0,6.3,5.853,7.5,7.2,0.0,6.5,9.0,10.0,1,A,2022,Escola Pública,Quartzo
0,6.3,4.7,5.0,7.894,10.0,7.9,5.3,7.708,9.2,10.0,4,H,2022,Escola Pública,Ametista
0,4.8,5.8,7.7,7.541,7.5,7.7,6.1,7.25,8.3,10.0,4,H,2022,Escola Pública,Ametista
-1,6.8,6.2,6.3,6.621,7.5,6.7,6.5,7.0,7.0,5.0,1,N,2022,Escola Pública,Ágata
0,5.8,6.3,6.3,6.818,7.5,5.4,6.1,7.5,8.0,10.0,0,Q,2022,Escola Pública,Ágata
0,9.5,9.7,6.3,7.887,5.0,9.1,9.6,7.25,8.5,10.0,0,R,2021,Escola Pública,Ametista
-1,5.2,2.2,6.3,5.658,7.5,7.7,3.7,3.944,9.5,5.0,2,B,2021,Escola Pública,Quartzo
-1,7.0,2.7,6.3,6.745,7.5,8.0,4.8,7.722,7.5,5.0,2,U,2022,Escola Pública,Ágata
-1,9.3,8.7,6.3,8.22,5.0,9.7,9.0,8.944,10.0,5.0,2,A,2022,Escola Pública,Topázio
0,7.2,5.3,4.8,7.928,7.5,8.9,5.8,7.917,8.8,10.0,3,A,2019,Rede Decisão,Ametista
0,7.0,5.7,7.5,7.388,5.0,7.8,6.7,7.167,7.9,10.0,4,B,2016,Rede Decisão,Ametista
-2,6.5,8.0,6.3,6.952,5.6,7.2,7.3,7.417,9.5,5.0,0,J,2022,Escola Pública,Ágata
-1,5.5,6.5,6.3,6.794,7.5,7.6,6.0,7.056,8.5,5.0,1,L,2019,Escola Pública,Ágata
0,7.2,7.5,9.0,8.181,5.0,9.3,7.9,8.292,7.5,10.0,4,F,2017,Rede Decisão,Topázio
-2,1.7,4.0,6.3,5.989,7.5,6.0,2.8,7.167,10.0,5.0,0,T,2021,Escola Pública,Quartzo
0,5.8,5.2,2.8,5.554,5.0,6.2,4.6,5.958,0.0,10.0,3,B,2017,Escola Pública,Quartzo
0,7.0,6.0,6.3,8.18,7.5,9.6,6.5,8.5,9.0,10.0,1,L,2022,Escola Pública,Topázio
0,7.0,5.7,8.7,8.046,7.5,9.2,7.1,7.333,7.5,10.0,3,K,2021,Rede Decisão,Ametista
-5,6.7,6.0,6.3,5.031,7.5,5.8,0.0,5.917,9.6,2.5,3,L,2022,Escola Pública,Quartzo
-1,5.0,3.7,6.3,6.645,7.5,9.6,4.3,6.722,6.9,5.0,2,K,2021,Escola Pública,Ágata
-2,6.3,7.3,5.9,7.084,5.6,8.6,6.5,7.292,7.9,5.0,4,B,2017,Rede Decisão,Ametista
-3,7.3,5.0,9.3,7.28,7.5,7.7,7.2,8.0,8.8,2.5,3,A,2019,Escola Pública,Ametista
-1,3.5,2.3,2.5,5.669,7.5,4.3,2.8,6.875,8.8,5.0,3,B,2021,Escola Pública,Quartzo
-1,1.3,3.2,6.3,5.519,7.5,4.9,2.3,6.5,9.0,5.0,2,M,2022,Escola Pública,Quartzo
0,5.7,5.3,6.3,7.72,7.5,8.2,5.8,7.875,8.3,10.0,3,F,2021,Escola Pública,Ametista
-1,7.7,6.7,6.3,7.913,8.8,9.3,7.2,8.222,9.5,5.0,2,L,2018,Rede Decisão,Ametista
-3,6.0,7.3,6.3,7.28,7.5,9.7,6.7,7.083,10.0,2.5,0,L,2022,Escola Pública,Ametista
-2,5.2,3.7,3.5,5.624,5.0,4.7,4.1,6.5,8.3,5.0,4,F,2018,Escola Pública,Quartzo
0,5.8,2.0,6.3,7.059,7.5,9.3,3.9,6.278,8.5,10.0,1,P,2020,Escola Pública,Ametista
-1,6.2,6.5,6.3,7.455,7.5,9.3,6.3,7.5,9.5,5.0,2,K,2020,Escola Pública,Ametista
-2,5.8,6.7,6.3,7.172,7.5,8.2,6.3,7.833,9.0,5.0,0,B,2020,Escola Pública,Ametista
-1,2.8,2.8,6.3,4.365,7.5,3.3,2.8,3.75,6.9,5.0,1,U,2022,Escola Pública,Quartzo
-1,8.5,7.8,6.3,8.34,7.5,10.0,8.2,9.25,9.5,5.0,0,O,2022,Escola Pública,Topázio
0,6.8,6.8,5.8,7.028,7.5,8.1,6.5,7.833,0.0,10.0,3,D,2022,Escola Pública,Ágata
-1,7.7,7.0,6.3,7.75,6.9,9.7,7.3,7.778,10.0,5.0,1,P,2021,Escola Pública,Ametista
-2,5.8,6.3,6.3,7.004,5.6,9.5,6.1,7.167,9.0,5.0,0,O,2019,Escola Pública,Ágata
-1,9.0,9.5,6.3,8.101,7.5,9.6,9.3,7.5,9.5,5.0,1,R,2022,Escola Pública,Topázio
0,4.7,3.7,6.3,7.405,7.5,9.4,4.2,7.417,9.0,10.0,0,O,2022,Escola Pública,Ametista
-1,7.0,8.5,6.3,7.483,7.5,9.2,7.8,7.333,8.0,5.0,1,N,2022,Escola Pública,Ametista
0,8.3,2.9,6.3,6.931,5.6,5.9,5.6,8.0,9.5,10.0,0,H,2022,Escola Pública,Ágata
-1,7.3,8.3,6.3,7.593,7.5,8.3,7.8,7.917,9.0,5.0,1,U,2022,Escola Pública,Ametista
-1,6.0,1.3,6.3,6.323,7.5,8.2,3.7,6.833,7.0,5.0,2,I,2019,Escola Pública,Ágata
0,7.3,7.6,6.3,7.263,7.5,7.3,7.5,6.667,6.9,10.0,0,V,2022,Escola Pública,Ametista
-2,8.3,5.8,6.3,7.336,7.5,9.3,7.1,7.056,8.0,5.0,1,C,2022,Escola Pública,Ametista
-1,6.8,7.0,3.2,6.695,6.3,6.7,5.7,7.208,9.2,5.0,3,K,2021,Escola Pública,Ágata
-2,2.3,2.3,6.3,5.313,7.5,3.5,2.3,7.083,9.5,5.0,0,F,2022,Escola Pública,Quartzo
0,6.0,9.0,6.3,8.226,7.5,8.2,7.5,8.222,10.0,10.0,2,P,2022,Escola Pública,Topázio
-2,6.0,4.2,6.3,6.323,5.0,9.2,5.1,5.833,6.9,5.0,1,B,2016,Rede Decisão,Ágata
-1,5.5,3.3,2.3,3.032,5.0,0.0,3.7,3.792,0.0,5.0,4,A,2017,Rede Decisão,Quartzo
-1,4.5,3.0,6.3,6.051,7.5,7.4,3.8,5.5,7.9,5.0,3,E,2022,Escola Pública,Ágata
0,7.8,7.2,6.3,8.004,7.5,8.8,7.5,7.667,9.0,10.0,0,L,2022,Escola Pública,Ametista
-1,9.5,3.0,6.3,7.216,7.5,9.6,6.3,7.222,7.8,5.0,1,L,2022,Escola Pública,Ametista
-1,8.5,5.3,6.3,7.747,7.5,9.8,6.9,7.944,9.0,5.0,2,F,2021,Escola Pública,Ametista
0,5.8,6.0,6.3,6.253,8.1,5.0,5.9,8.333,0.0,10.0,0,Y,2022,Escola Pública,Ágata
0,6.3,3.7,2.8,6.719,5.6,7.6,4.3,5.583,10.0,10.0,3,E,2022,Escola Pública,Ágata
-2,6.8,8.0,6.3,7.518,7.5,8.8,7.4,7.75,9.5,5.0,0,B,2019,Escola Pública,Ametista
-1,5.8,4.3,7.3,6.527,6.9,6.9,5.8,6.111,8.3,5.0,3,N,2019,Escola Pública,Ágata
-2,8.5,6.3,6.3,7.302,5.6,8.9,7.4,7.611,8.5,5.0,1,R,2019,Escola Pública,Ametista
-1,7.5,6.7,6.3,7.232,7.5,8.6,7.1,7.833,6.4,5.0,2,L,2019,Escola Pública,Ametista
0,6.3,5.7,6.3,7.485,7.5,8.4,6.0,7.0,9.5,10.0,0,N,2022,Escola Pública,Ametista
-1,5.8,3.3,6.3,6.606,7.5,7.0,4.6,7.5,9.0,5.0,2,D,2019,Escola Pública,Ágata
-3,2.7,0.0,0.2,4.182,7.5,2.9,0.9,4.625,8.8,2.5,3,G,2017,Escola Pública,Quartzo
-1,9.0,9.3,6.3,7.577,7.5,7.6,9.2,7.333,9.5,5.0,1,N,2022,Escola Pública,Ametista
-1,8.5,6.8,6.3,7.476,7.5,8.9,7.7,7.833,7.3,5.0,1,P,2020,Escola Pública,Ametista
-1,5.8,4.5,6.6,7.131,7.5,8.8,5.6,6.625,9.6,5.0,3,K,2020,Escola Pública,Ametista
-1,8.0,4.3,6.3,6.743,5.6,7.7,6.2,6.833,9.0,5.0,2,F,2021,Escola Pública,Ágata
-1,7.2,2.7,6.3,6.083,5.0,7.5,4.9,6.5,7.4,5.0,2,I,2022,Escola Pública,Ágata
-1,7.0,3.0,6.3,5.918,7.5,5.3,5.0,5.708,8.3,5.0,3,E,2022,Escola Pública,Quartzo
0,5.8,6.5,6.3,7.483,7.5,7.3,6.2,7.5,9.5,10.0,0,S,2022,Escola Pública,Ametista
-2,7.2,7.0,6.3,6.634,7.5,6.2,7.1,6.333,9.5,5.0,0,F,2022,Escola Pública,Ágata
-1,4.0,4.5,6.3,5.915,7.5,6.1,4.3,5.889,8.0,5.0,2,U,2019,Escola Pública,Quartzo
-1,3.0,0.5,6.3,5.864,7.5,8.7,1.8,5.833,9.0,5.0,2,B,2022,Escola Pública,Quartzo
-2,6.0,8.3,6.3,7.132,7.5,7.3,7.2,7.278,9.5,5.0,1,B,2020,Escola Pública,Ametista
-1,7.0,2.5,6.3,6.73,7.5,8.4,4.8,6.778,9.0,5.0,1,P,2022,Escola Pública,Ágata
-1,8.3,9.8,6.3,7.369,7.5,8.3,9.1,7.417,8.5,5.0,0,Y,2022,Escola Pública,Ametista
