DEFAS,PORTUG,MATEM,INGLÊS,INDE_22,IPS,IEG,IDA,IPV,IAA,IAN,FASE,TURMA,ANO_INGRESSO,INSTITUIÇÃO_DE_ENSINO,PEDRA_22
-2,5.7,7.0,6.3,7.049,7.5,8.3,6.3,7.667,8.0,5.0,0,Q,2022,Escola Pública,Ametista
-1,6.3,7.2,6.3,6.644,7.5,6.6,6.8,7.5,7.0,5.0,0,Q,2022,Escola Pública,Ágata
-2,5.0,8.5,6.3,6.018,7.5,7.5,6.8,6.833,0.0,5.0,1,M,2021,Escola Pública,Ágata
-2,6.2,4.7,6.3,6.707,5.6,8.5,5.4,7.0,9.0,5.0,0,J,2022,Escola Pública,Ágata
-2,8.0,8.8,6.3,8.181,8.1,9.8,8.4,8.389,8.5,5.0,1,R,2019,Escola Pública,Topázio
0,7.8,8.5,6.3,8.155,8.1,8.7,8.1,7.25,10.0,10.0,0,H,2022,Escola Pública,Topázio
-1,8.8,10.0,6.3,8.334,7.5,8.4,9.4,9.333,10.0,5.0,1,H,2019,Escola Pública,Topázio
-2,5.7,6.5,6.3,6.922,7.5,8.4,6.1,7.083,8.0,5.0,0,T,2022,Escola Pública,Ágata
-1,9.7,9.3,6.3,8.814,8.8,10.0,9.5,9.611,9.5,5.0,1,J,2019,Escola Pública,Topázio
-1,7.2,6.2,6.9,7.566,5.6,9.6,6.7,8.458,7.5,5.0,5,K,2016,Rede Decisão,Ametista
-2,5.3,5.0,7.7,6.982,5.0,8.7,6.0,7.875,7.1,5.0,3,F,2022,Escola Pública,Ágata
-1,6.0,2.7,7.1,6.746,5.6,7.2,5.3,8.25,7.5,5.0,4,L,2021,Escola Pública,Ágata
-1,8.8,8.3,6.3,8.013,7.5,9.3,8.6,8.167,9.0,5.0,1,D,2021,Escola Pública,Ametista
-1,4.3,8.5,7.8,7.876,6.9,9.0,6.8,8.944,9.2,5.0,6,A,2019,Rede Decisão,Ametista
-3,5.0,0.0,6.3,5.427,6.9,7.8,2.5,5.0,10.0,2.5,1,F,2022,Escola Pública,Quartzo
-2,8.0,3.0,6.3,6.581,7.5,6.8,5.5,6.875,7.5,5.0,4,P,2022,Escola Pública,Ágata
-2,8.2,8.3,6.3,7.785,7.5,9.2,8.3,8.389,7.5,5.0,1,R,2019,Escola Pública,Ametista
0,3.7,7.7,6.3,7.227,5.6,8.1,5.7,7.5,8.5,10.0,0,J,2022,Escola Pública,Ametista
-1,8.2,6.0,6.3,7.432,7.5,6.7,7.1,8.833,10.0,5.0,0,N,2021,Escola Pública,Ametista
-1,5.7,8.9,6.3,6.575,5.6,5.7,7.3,7.667,8.9,5.0,0,R,2021,Escola Pública,Ágata
-1,6.5,5.7,8.0,7.54,6.9,7.8,6.7,8.5,9.2,5.0,5,L,2021,Escola Pública,Ametista
-2,2.0,2.5,6.3,4.972,5.0,3.8,2.3,6.833,9.5,5.0,1,H,2019,Escola Pública,Quartzo
-1,7.5,8.2,7.3,8.468,7.5,10.0,7.7,9.125,10.0,5.0,3,F,2016,Rede Decisão,Topázio
-2,3.0,2.7,6.3,5.889,7.5,6.1,2.8,7.0,8.0,5.0,1,J,2019,Escola Pública,Quartzo
0,9.3,9.6,6.3,8.68,8.1,9.2,9.4,7.917,10.0,10.0,0,D,2022,Escola Pública,Topázio
-1,6.2,1.5,6.3,5.451,7.5,6.7,3.8,7.222,0.0,5.0,2,Q,2018,Escola Pública,Quartzo
-2,6.3,1.7,6.3,5.588,6.9,6.0,4.0,5.75,7.9,5.0,1,G,2017,Escola Pública,Quartzo
0,9.3,9.8,6.3,8.566,6.9,9.2,9.5,8.083,9.5,10.0,0,K,2022,Escola Pública,Topázio
-3,4.0,5.3,8.0,4.936,7.5,4.8,5.8,5.708,0.0,2.5,3,C,2021,Escola Pública,Quartzo
-4,4.5,4.7,6.3,5.518,5.0,5.4,4.6,6.778,10.0,2.5,2,J,2018,Escola Pública,Quartzo
0,8.0,3.0,6.3,7.742,7.5,9.3,5.5,7.5,9.0,10.0,2,K,2022,Escola Pública,Ametista
-2,7.2,7.3,6.3,7.151,6.9,8.5,7.3,7.083,9.0,5.0,0,I,2019,Escola Pública,Ametista
-1,7.0,5.0,0.0,6.1,7.5,7.3,4.0,6.125,6.3,5.0,3,D,2022,Escola Pública,Ágata
0,2.9,7.0,5.7,7.427,5.6,8.6,5.2,7.389,7.9,10.0,7,A,2016,Rede Decisão,Ametista
-1,6.0,6.3,6.3,6.763,7.5,8.0,6.2,6.722,9.0,5.0,1,P,2022,Escola Pública,Ágata
0,6.9,7.2,6.3,7.873,7.5,8.3,7.0,7.5,10.0,10.0,0,M,2022,Escola Pública,Ametista
-2,9.2,9.2,6.3,8.121,7.5,9.2,9.2,8.556,9.0,5.0,1,M,2020,Escola Pública,Topázio
-1,7.8,7.3,6.3,7.745,5.0,9.7,7.6,8.833,9.5,5.0,1,G,2019,Escola Pública,Ametista
0,9.6,9.0,6.3,8.26,8.1,7.5,9.3,7.917,9.5,10.0,0,C,2022,Escola Pública,Topázio
-1,3.4,5.7,5.8,6.158,7.5,6.3,5.0,5.833,8.8,5.0,5,L,2019,Escola Pública,Ágata
0,8.9,9.3,6.3,8.244,8.1,7.3,9.1,8.167,9.5,10.0,0,H,2022,Escola Pública,Topázio
-1,9.5,5.5,6.3,6.86,5.0,7.2,7.5,6.944,9.5,5.0,1,J,2022,Escola Pública,Ágata
-1,8.0,4.0,6.3,7.195,7.5,9.3,6.0,7.056,8.5,5.0,2,K,2022,Escola Pública,Ametista
-1,9.0,8.7,6.3,7.95,7.5,10.0,8.8,7.5,8.5,5.0,1,B,2020,Escola Pública,Ametista
0,8.0,6.7,9.5,8.006,7.5,8.4,8.1,8.5,6.7,10.0,5,A,2017,Rede Decisão,Ametista
-1,1.6,9.0,3.7,4.952,7.5,4.6,4.8,6.0,0.0,5.0,6,A,2020,Escola Pública,Quartzo
-2,7.2,6.0,6.3,7.078,7.5,7.3,6.5,7.542,7.9,5.0,3,B,2021,Escola Pública,Ametista
-1,8.2,8.0,9.5,7.692,5.6,7.8,8.6,8.583,8.3,5.0,4,F,2019,Escola Pública,Ametista
-1,1.5,8.2,5.3,6.242,7.5,6.1,5.0,6.333,7.9,5.0,6,A,2019,Escola Pública,Ágata
-1,9.6,9.9,6.3,8.26,7.5,9.3,9.7,8.5,9.5,5.0,0,K,2022,Escola Pública,Topázio
-1,4.5,3.0,6.3,6.116,7.5,7.4,3.8,5.333,8.8,5.0,3,E,2022,Escola Pública,Ágata
-1,9.3,6.0,6.3,7.576,7.5,8.2,7.7,8.722,7.9,5.0,1,A,2022,Escola Pública,Ametista
-1,5.0,5.0,6.3,6.722,7.5,8.1,5.0,6.778,8.5,5.0,2,I,2022,Escola Pública,Ágata
-1,7.5,5.3,7.5,6.236,6.3,7.8,6.8,7.25,0.0,5.0,3,L,2020,Escola Pública,Ágata
-1,8.5,5.3,6.3,7.359,5.6,9.2,6.9,8.389,7.5,5.0,2,L,2019,Rede Decisão,Ametista
0,5.9,8.8,6.3,7.576,8.1,6.6,7.4,7.083,10.0,10.0,0,A,2022,Escola Pública,Ametista
-2,5.8,3.7,6.3,6.418,5.6,8.8,4.8,6.778,9.5,5.0,2,J,2022,Escola Pública,Ágata
-1,6.2,3.0,6.3,6.254,7.5,7.4,4.6,6.278,7.5,5.0,1,K,2021,Escola Pública,Ágata
-1,8.2,8.2,6.3,7.826,7.5,10.0,8.2,7.444,8.5,5.0,1,B,2020,Escola Pública,Ametista
-3,2.7,1.7,0.0,3.738,5.0,3.5,1.4,3.917,7.1,2.5,4,F,2019,Escola Pública,Quartzo
-1,8.2,8.2,9.7,8.282,8.8,9.1,8.7,9.417,8.3,5.0,5,B,2018,Rede Decisão,Topázio
-1,2.2,1.8,6.3,5.93,7.5,7.0,2.0,7.056,9.0,5.0,2,U,2022,Escola Pública,Quartzo
-2,5.5,5.0,6.3,6.736,6.9,7.5,5.3,7.5,9.0,5.0,1,R,2019,Escola Pública,Ágata
-1,5.3,6.0,8.7,6.926,7.5,6.4,6.7,7.792,6.7,5.0,4,B,2019,Escola Pública,Ágata
-1,5.0,5.8,6.3,5.198,7.5,5.1,5.4,6.583,0.0,5.0,0,V,2022,Escola Pública,Quartzo
0,7.0,5.0,6.3,7.725,5.0,10.0,6.0,7.5,9.0,10.0,1,D,2022,Escola Pública,Ametista
-2,9.5,9.0,9.5,7.712,7.5,7.7,9.3,7.875,8.3,5.0,5,B,2022,Escola Pública,Ametista
-1,6.5,8.0,6.3,7.783,7.5,10.0,7.3,7.292,8.8,5.0,7,D,2022,Escola Pública,Ametista
1,7.5,7.0,8.7,8.317,6.3,10.0,7.7,8.292,7.5,10.0,4,L,2018,Rede Decisão,Topázio
-2,2.5,6.3,8.0,5.581,5.0,6.1,5.6,4.375,9.2,5.0,5,A,2018,Escola Pública,Quartzo
0,7.0,7.3,6.3,8.306,7.5,9.4,7.2,8.278,10.0,10.0,1,B,2020,Escola Pública,Topázio
-1,2.7,2.3,6.3,4.556,5.0,4.4,2.5,4.833,7.9,5.0,2,I,2017,Escola Pública,Quartzo
-1,3.2,3.0,2.0,5.307,7.5,6.1,2.7,7.583,0.0,5.0,3,A,2021,Escola Pública,Quartzo
-2,7.2,6.3,7.7,7.397,7.5,8.5,7.1,7.292,7.9,5.0,3,D,2021,Escola Pública,Ametista
-2,8.0,6.0,6.3,6.725,7.5,7.0,7.0,6.458,9.2,5.0,5,B,2022,Escola Pública,Ágata
-1,6.2,5.3,6.3,6.837,7.5,7.3,5.8,7.611,8.5,5.0,2,B,2019,Escola Pública,Ágata
-1,8.1,9.5,6.3,7.484,7.5,7.7,8.8,7.25,9.5,5.0,0,K,2022,Escola Pública,Ametista
-1,7.8,7.3,6.3,6.731,7.5,5.9,7.6,7.083,8.0,5.0,0,G,2021,Escola Pública,Ágata
0,6.0,4.0,6.3,6.33,8.1,5.9,5.0,5.5,8.0,10.0,0,H,2022,Escola Pública,Ágata
-2,2.7,5.7,0.2,4.665,7.5,3.6,2.8,3.833,8.8,5.0,3,M,2022,Escola Pública,Quartzo
0,6.7,7.0,6.3,7.387,5.0,8.6,6.8,7.0,10.0,10.0,0,F,2022,Escola Pública,Ametista
-1,1.2,1.3,0.2,4.277,7.5,2.8,0.9,3.875,9.2,5.0,3,G,2018,Escola Pública,Quartzo
0,7.4,9.3,6.3,7.736,8.1,7.7,8.4,6.75,9.0,10.0,0,H,2022,Escola Pública,Ametista
-2,5.2,2.0,6.3,6.626,7.5,8.5,3.6,6.778,10.0,5.0,2,Q,2022,Escola Pública,Ágata
-1,8.7,6.0,6.3,7.193,6.3,8.2,7.3,8.389,6.4,5.0,2,Q,2022,Escola Pública,Ametista
0,6.9,8.4,6.3,7.523,5.6,7.1,7.7,7.333,10.0,10.0,0,Z,2022,Escola Pública,Ametista
0,7.2,8.0,8.5,8.226,6.9,8.4,7.9,8.125,8.3,10.0,3,K,2019,Rede Decisão,Topázio
-1,5.8,6.3,4.2,5.201,4.4,5.2,5.4,6.917,0.0,5.0,3,B,2017,Escola Pública,Quartzo
0,5.5,4.7,6.4,7.215,7.5,8.5,5.5,6.542,6.7,10.0,4,L,2021,Escola Pública,Ametista
-1,8.0,4.8,6.3,7.181,5.0,8.8,6.4,8.25,9.0,5.0,1,G,2018,Escola Pública,Ametista
-2,8.0,8.7,6.3,7.902,8.8,8.2,8.3,8.25,10.0,5.0,0,I,2021,Escola Pública,Ametista
-1,1.7,4.3,6.3,5.261,5.0,3.7,3.0,7.222,9.0,5.0,2,K,2019,Escola Pública,Quartzo
-2,4.8,5.3,6.3,6.099,5.0,7.4,5.1,6.833,7.5,5.0,0,F,2021,Escola Pública,Ágata
-1,1.0,0.3,6.3,3.633,5.6,5.0,0.7,4.5,0.0,5.0,2,U,2022,Escola Pública,Quartzo
-2,9.2,9.3,6.3,6.994,7.5,5.4,9.2,7.25,9.0,5.0,0,M,2021,Escola Pública,Ágata
-1,7.2,7.8,7.2,7.973,9.4,8.0,7.4,8.375,9.2,5.0,4,A,2016,Rede Decisão,Ametista
-2,7.5,9.5,6.3,7.729,7.5,8.4,8.5,7.917,9.5,5.0,1,H,2022,Escola Pública,Ametista
-1,5.3,4.0,6.3,6.776,6.3,8.8,4.7,7.722,7.4,5.0,2,I,2022,Escola Pública,Ágata
0,4.5,6.3,9.7,7.055,6.3,5.2,6.8,6.778,8.8,10.0,7,A,2017,Rede Decisão,Ametista
-1,9.3,9.0,6.3,7.665,7.5,8.3,9.2,7.583,8.5,5.0,0,V,2022,Escola Pública,Ametista
-1,7.7,8.3,6.3,7.855,7.5,9.0,8.0,8.75,8.0,5.0,1,H,2021,Escola Pública,Ametista
1,5.2,5.5,7.3,7.675,5.0,9.2,6.0,7.458,9.2,10.0,5,K,2017,Rede Decisão,Ametista
0,6.0,4.0,6.3,7.101,7.5,8.8,5.0,5.167,8.3,10.0,3,B,2022,Escola Pública,Ametista
-1,7.1,9.0,9.3,8.965,9.4,9.6,8.5,10.0,10.0,5.0,6,A,2019,Rede Decisão,Topázio
-1,3.3,0.0,6.3,3.898,4.4,4.3,1.7,6.333,0.0,5.0,0,N,2022,Escola Pública,Quartzo
-2,9.0,9.3,6.3,7.808,7.5,8.2,9.2,7.833,9.0,5.0,1,C,2018,Escola Pública,Ametista
-1,9.0,10.0,6.3,7.683,7.5,8.7,9.5,7.111,6.8,5.0,2,M,2022,Escola Pública,Ametista
-1,6.5,6.0,6.3,6.876,7.5,7.9,6.3,7.278,7.0,5.0,2,Q,2022,Escola Pública,Ágata
-1,8.2,5.2,6.3,6.95,6.3,7.4,6.7,7.5,8.5,5.0,2,F,2018,Escola Pública,Ágata
-1,5.5,7.8,8.8,6.957,5.0,7.1,7.4,6.667,9.2,5.0,5,L,2016,Rede Decisão,Ágata
0,7.0,6.0,6.3,7.721,7.5,8.2,6.5,7.667,9.0,10.0,2,B,2017,Escola Pública,Ametista
-2,1.8,4.0,6.3,5.233,7.5,4.1,2.9,5.917,9.0,5.0,1,H,2022,Escola Pública,Quartzo
0,8.0,6.0,6.3,8.143,7.5,9.1,7.0,7.889,10.0,10.0,2,B,2022,Escola Pública,Topázio
0,4.0,6.5,6.3,7.096,7.5,7.7,5.3,7.0,8.0,10.0,0,N,2022,Escola Pública,Ametista
0,7.2,8.7,8.7,8.673,5.6,9.7,8.2,8.708,9.6,10.0,3,F,2018,Rede Decisão,Topázio
-1,0.0,8.0,6.3,6.793,7.5,8.3,4.0,7.75,7.9,5.0,7,D,2022,Escola Pública,Ágata
-1,6.5,7.0,4.7,7.889,6.9,10.0,6.1,8.389,10.0,5.0,3,N,2022,Escola Pública,Ametista
1,6.0,5.3,6.3,7.713,7.5,9.7,5.7,7.167,9.0,10.0,1,L,2021,Escola Pública,Ametista
-2,5.5,3.5,6.3,6.654,5.6,8.5,4.5,7.722,7.9,5.0,2,I,2019,Escola Pública,Ágata
1,9.3,8.1,7.0,7.946,7.5,8.3,8.1,7.0,7.9,10.0,3,K,2019,Rede Decisão,Ametista
-2,8.0,9.3,6.3,7.798,5.6,9.7,7.9,7.833,9.2,5.0,4,P,2018,Rede Decisão,Ametista
0,9.0,9.5,6.3,8.098,7.5,9.0,9.3,7.167,8.0,10.0,0,Z,2022,Escola Pública,Topázio
-1,5.2,1.5,6.3,6.606,7.5,8.6,3.3,7.278,9.5,5.0,1,R,2022,Escola Pública,Ágata
-1,1.3,1.0,6.3,4.742,7.5,4.0,1.2,5.444,9.5,5.0,1,A,2020,Escola Pública,Quartzo
0,8.5,9.8,6.3,8.538,7.5,9.0,9.2,8.417,8.5,10.0,0,Y,2022,Escola Pública,Topázio
-1,8.7,8.2,6.3,7.591,7.5,8.0,8.4,7.556,9.5,5.0,1,B,2019,Escola Pública,Ametista
0,8.0,6.7,8.7,8.51,6.3,9.4,7.8,9.208,7.5,10.0,3,F,2018,Rede Decisão,Topázio
-1,5.2,4.3,6.3,6.281,7.5,6.0,4.8,6.833,9.5,5.0,1,H,2019,Escola Pública,Ágata
-1,8.0,9.0,6.3,8.22,7.5,9.2,8.5,8.833,10.0,5.0,1,H,2020,Escola Pública,Topázio
-1,7.5,9.0,6.3,7.703,8.1,9.0,8.3,8.0,8.5,5.0,0,D,2022,Escola Pública,Ametista
0,7.5,5.0,6.3,7.335,8.8,6.9,6.3,7.25,6.7,10.0,3,A,2022,Escola Pública,Ametista
0,7.3,4.7,6.3,6.996,7.5,5.8,6.0,6.917,9.5,10.0,0,N,2021,Escola Pública,Ágata
-1,9.2,9.2,6.3,7.738,7.5,8.7,9.2,7.083,9.0,5.0,0,F,2022,Escola Pública,Ametista
-1,6.0,5.0,6.3,6.931,4.4,9.3,5.5,7.556,9.0,5.0,2,U,2019,Escola Pública,Ágata
-2,7.0,7.0,6.3,7.625,7.5,9.1,7.0,8.083,9.5,5.0,0,B,2022,Escola Pública,Ametista
-1,8.5,2.0,6.3,7.094,7.5,10.0,5.3,7.056,8.0,5.0,1,C,2022,Escola Pública,Ametista
-2,5.7,7.0,8.8,7.642,7.5,9.3,7.2,7.917,9.2,5.0,5,B,2022,Escola Pública,Ametista
-1,8.3,3.3,6.3,7.199,7.5,9.2,5.8,7.667,8.5,5.0,2,U,2022,Escola Pública,Ametista
-1,5.3,9.5,6.3,7.856,7.5,9.0,7.4,8.833,9.0,5.0,1,H,2022,Escola Pública,Ametista
-1,8.6,9.6,6.3,8.084,7.5,9.0,9.1,8.25,10.0,5.0,0,K,2022,Escola Pública,Topázio
-2,3.7,1.0,0.7,4.312,5.0,3.6,1.8,3.75,9.2,5.0,3,G,2019,Escola Pública,Quartzo
-1,3.1,9.0,7.8,7.474,8.1,7.4,6.7,8.833,8.3,5.0,6,A,2019,Rede Decisão,Ametista
0,3.3,4.3,8.3,6.1,5.0,5.4,5.3,6.0,5.4,10.0,3,N,2022,Escola Pública,Ágata
-1,6.0,0.5,6.3,5.711,7.5,8.1,3.3,5.056,6.8,5.0,2,Q,2022,Escola Pública,Quartzo
2,6.8,5.3,8.5,7.957,5.6,9.1,6.9,8.083,7.9,10.0,4,L,2018,Rede Decisão,Ametista
-1,7.0,7.2,8.2,7.411,7.5,8.8,7.4,7.208,7.1,5.0,3,K,2021,Escola Pública,Ametista
-2,4.7,1.7,1.7,4.932,7.5,3.6,2.7,4.708,8.8,5.0,3,B,2021,Escola Pública,Quartzo
-1,4.3,3.7,6.3,6.104,5.6,5.9,4.0,7.222,10.0,5.0,2,I,2019,Escola Pública,Ágata
0,8.2,5.0,6.3,7.561,7.5,7.3,6.6,7.917,9.5,10.0,0,R,2022,Escola Pública,Ametista
-1,6.2,5.7,6.3,7.284,7.5,9.3,5.9,7.667,8.0,5.0,2,L,2021,Escola Pública,Ametista
-1,6.0,8.2,6.3,7.678,7.5,8.8,7.1,8.278,10.0,5.0,1,A,2022,Escola Pública,Ametista
0,6.7,2.3,6.3,7.263,7.5,8.3,4.5,7.5,8.5,10.0,2,B,2019,Escola Pública,Ametista
0,8.1,8.5,6.3,8.143,7.5,8.9,8.3,7.333,9.5,10.0,0,M,2022,Escola Pública,Topázio
-1,6.0,7.0,6.3,6.151,7.5,5.2,6.5,5.083,9.2,5.0,3,M,2022,Escola Pública,Ágata
-1,7.8,5.7,6.3,7.044,7.5,8.8,6.8,6.083,9.0,5.0,1,U,2022,Escola Pública,Ametista
-1,6.5,6.0,4.2,7.174,5.6,9.0,5.6,7.75,8.8,5.0,4,F,2016,Escola Pública,Ametista
-1,7.5,5.0,6.3,7.277,7.5,8.8,6.3,7.167,9.5,5.0,1,U,2022,Escola Pública,Ametista
1,7.8,7.0,8.1,7.618,5.0,7.8,7.6,7.25,8.8,10.0,4,A,2019,Rede Decisão,Ametista
0,8.0,6.5,6.3,7.503,5.0,9.5,7.3,6.944,6.4,10.0,2,F,2022,Escola Pública,Ametista
-2,6.2,6.8,6.4,7.498,5.6,9.2,6.5,9.208,7.1,5.0,5,K,2021,Escola Pública,Ametista
-1,9.2,5.3,6.3,7.28,8.1,9.1,7.3,7.222,7.0,5.0,2,Q,2019,Escola Pública,Ametista
-1,5.0,2.3,6.3,6.636,7.5,8.7,3.7,6.944,9.0,5.0,2,A,2019,Escola Pública,Ágata
0,7.7,5.7,10.0,7.172,7.5,5.8,7.8,6.542,6.7,10.0,3,D,2021,Escola Pública,Ametista
-1,6.0,5.0,6.3,6.38,5.0,8.4,5.5,7.111,5.8,5.0,2,U,2022,Escola Pública,Ágata
0,3.7,1.7,0.0,5.061,7.5,3.4,1.8,4.958,7.9,10.0,4,B,2019,Escola Pública,Quartzo
0,6.7,7.8,6.3,8.086,7.5,9.7,7.3,6.889,9.5,10.0,1,M,2020,Escola Pública,Topázio
-1,0.5,7.0,6.3,6.945,7.5,9.2,3.8,7.25,9.6,5.0,7,D,2022,Escola Pública,Ágata
-2,8.7,8.7,6.3,7.755,7.5,9.3,8.7,7.417,9.0,5.0,0,F,2021,Escola Pública,Ametista
-2,7.8,7.5,8.0,7.64,7.5,7.5,7.8,8.667,8.3,5.0,5,C,2022,Escola Pública,Ametista
-1,4.3,3.3,6.0,6.258,7.5,6.4,4.6,6.5,7.5,5.0,4,A,2018,Escola Pública,Ágata
-2,6.5,6.3,8.3,7.255,5.6,8.5,7.1,6.958,9.2,5.0,3,K,2022,Escola Pública,Ametista
0,0.0,4.0,6.3,6.687,7.5,8.1,2.0,6.611,9.5,10.0,2,M,2022,Escola Pública,Ágata
1,7.3,7.3,7.3,8.107,7.5,8.7,7.3,7.708,7.9,10.0,4,A,2020,Rede Decisão,Topázio
